,,,,,,,,,,,,,English
,"Dec 17, 2025 9:57 PM",Contractor Coverage,2401f051-05da-46ac-993e-761d07e0d28d,https://app.policylift.ai/calls/2401f051-05da-46ac-993e-761d07e0d28d,filtered,unknown,unknown,unknown,Customer called Contractor Coverage for assistance.,0:00:00,1,assistant: Hi there. This is Kelly from Contractor Coverage. How can I help you today?,
,"Dec 17, 2025 10:02 PM",FOCO Insurance Services,0b1fb253-413b-44a4-85c1-0a0f124edf13,https://app.policylift.ai/calls/0b1fb253-413b-44a4-85c1-0a0f124edf13,filtered,unknown,unknown,unknown,Customer inquiry to FOCO Insurance Services,0:00:00,1,assistant: Hi there. This is Kelly from FOCO Insurance Services. How can I help you today?,
,"Dec 17, 2025 10:06 PM",FOCO Insurance Services,ea4268fd-a54e-43ad-8de4-890f5e98523c,https://app.policylift.ai/calls/ea4268fd-a54e-43ad-8de4-890f5e98523c,filtered,unknown,unknown,unknown,Customer inquiry to FOCO Insurance Services,0:00:01,1,assistant: Hi there. This is Kelly from FOCO Insurance Services. How can I help you today?,
,"Jan 31, 2026 6:25 PM",FOCO Insurance Services,21e2dad8-9a68-4d9e-8ea7-d74d57387105,https://app.policylift.ai/calls/21e2dad8-9a68-4d9e-8ea7-d74d57387105,completed,unknown,unknown,unknown,Cliente solicitó atención en español a FOCO Insurance,0:00:11,3,"assistant: Hi this is Kelly with FOCO Insurance on a recorded line. Si desea continuar en español, diga ""Español"".
user: Yes. Español.
assistant: Gracias por llamar a FOCO Insurance Services. La oficina está cerrada hoy, pero te puedo ayudar",spanish
,"Jan 31, 2026 10:22 AM",Dale Wagner Insurance,4ff42a49-0813-435d-b112-b1a6208ca7e5,https://app.policylift.ai/calls/4ff42a49-0813-435d-b112-b1a6208ca7e5,completed,unknown,unknown,unknown,Customer requested to leave a message for agent.,0:00:11,3,"assistant: Hi - Thanks for calling Dale Wagner Insurance,this is Kelly on a recorded line. How can I help?

user: I wanna leave a message
assistant: Yeah, no problem. Who’s the message for, and what do you need help with?","=AI(""Please analyze the transcript in  and output a single enumerator, either english or spanish."" & M68)"
,"Feb 23, 2026 9:06 AM",Princeton Insurance,aecdcf46-7b76-4886-b219-b09d377c2962,https://app.policylift.ai/calls/aecdcf46-7b76-4886-b219-b09d377c2962,completed,unknown,unknown,unknown,Customer wants to speak with live agent,0:00:11,3,"assistant: Hi - Thanks for calling Princeton Insurance,this is Kelly on a recorded line. How can I help?

user: I wanna talk with an agent.
assistant: Yeah. No problem. We're actually closed right now. Is there something specific you need help with?",English
,"Dec 18, 2025 3:04 PM",Guardians of the State Insurance,6404ab42-882f-4f28-b050-71c4bd6f4363,https://app.policylift.ai/calls/6404ab42-882f-4f28-b050-71c4bd6f4363,filtered,unknown,unknown,unknown,Customer called Guardians of the State Insurance.,0:00:01,1,assistant: Hi there. This is Judah from Guardians of the State Insurance. How can I help you today?,
,"Feb 05, 2026 7:11 PM",East Texas Affordable Insurance,a804bde3-9399-4696-81d8-599380335175,https://app.policylift.ai/calls/a804bde3-9399-4696-81d8-599380335175,spam,unknown,unknown,unknown,Customer called East Texas Affordable Insurance inquiry,0:00:11,3,"assistant: Hi - Thanks for calling East Texas Affordable Insurance,this is David on a recorded line. How can I help?

user: Hello?
assistant: Yeah, I'm here. What can I help you with today?",English
,"Dec 18, 2025 11:03 PM",FOCO Insurance Services,fa8f872e-97b4-4e6c-9c1f-ba54a70a7fff,https://app.policylift.ai/calls/fa8f872e-97b4-4e6c-9c1f-ba54a70a7fff,filtered,unknown,unknown,unknown,Initial contact with FOCO Insurance Services representative,0:00:00,1,assistant: Hi there. This is Kelly from FOCO Insurance Services. How can I help you today?,
,"Dec 19, 2025 11:27 AM",FOCO Insurance Services,9ee0dba1-ca3a-4d5f-b2a5-1e3ce79424d2,https://app.policylift.ai/calls/9ee0dba1-ca3a-4d5f-b2a5-1e3ce79424d2,completed,unknown,unknown,unknown,Test call sample for insurance inquiry,0:00:11,3,"assistant: Hi there. This is Kelly from FOCO Insurance Services. How can I help you today?
user: So, like, test?
assistant: Thanks",English
,"Dec 19, 2025 12:47 AM",FOCO Insurance Services,9305dc19-660e-493a-809f-c76ad885fae7,https://app.policylift.ai/calls/9305dc19-660e-493a-809f-c76ad885fae7,filtered,unknown,unknown,unknown,Customer inquiry about insurance services options,0:00:04,1,assistant: Hi there. This is Kelly from FOCO Insurance Services. How can I help you today?,
,"Mar 03, 2026 8:29 AM",Guardians of the State Insurance,e639cd84-23ad-4477-9a55-e240a20eec61,https://app.policylift.ai/calls/e639cd84-23ad-4477-9a55-e240a20eec61,completed,unknown,unknown,unknown,Customer greeted; purpose of call not stated yet.,0:00:11,3,"assistant: Hi - Thanks for calling Guardians of the State Insurance,this is Judah on a recorded line. How can I help?

user: Hello?
assistant: Yeah, I’m here. What can I help you with today?","=AI(""Please analyze the transcript in  and output a single enumerator, either english or spanish."" & M75)"
,"Feb 21, 2026 6:18 PM",FOCO Insurance Services,842d5dbf-a7e4-4412-bab7-d51aa000b288,https://app.policylift.ai/calls/842d5dbf-a7e4-4412-bab7-d51aa000b288,completed,unknown,unknown,unknown,Customer requested service in Spanish after hours,0:00:11,3,"assistant: Hi this is Kelly with FOCO Insurance on a recorded line. Si desea continuar en español, diga ""Español"".
user: Español.
assistant: Hola, gracias por llamar a FOCO Insurance Services. Hoy estamos cerrados, pero puedo ayudarte con preguntas",spanish
,"Feb 10, 2026 12:36 PM",Norton Insurance,814be7d3-f072-49e0-8900-adcca63c23ad,https://app.policylift.ai/calls/814be7d3-f072-49e0-8900-adcca63c23ad,completed,unknown,service,policy_change_endorsement,Customer requested mailing address update assistance.,0:00:11,3,"assistant: Hi - Thanks for calling Norton Insurance,this is Kelly on a recorded line. How can I help?

user: I want to update my mailing address.
assistant: Let me connect you with one of our agents who can help you further. Please hold for a moment.",English
,"Feb 13, 2026 7:15 PM",Seguros Ideal,33d4e273-bb5a-42f1-8f3c-188be1af93ec,https://app.policylift.ai/calls/33d4e273-bb5a-42f1-8f3c-188be1af93ec,completed,unknown,unknown,unknown,Customer requested Spanish; office was closed.,0:00:11,3,"assistant: Hi this is Kelly with Seguros Ideal on a recorded line. Si desea continuar en español, diga ""Español"".
user: Español.
assistant: Hola, gracias por llamar a Seguros Ideal. En este momento estamos cerrados, pero puedo ayudarte","=AI(""Please analyze the transcript in  and output a single enumerator, either english or spanish."" & M78)"
,"Dec 19, 2025 11:32 AM",FOCO Insurance Services,99478181-8b5d-43ff-aa08-e08fe12f4040,https://app.policylift.ai/calls/99478181-8b5d-43ff-aa08-e08fe12f4040,filtered,unknown,unknown,unknown,"Customer called FOCO Insurance Services, purpose unclear yet.",0:00:01,1,assistant: Hi there. This is Kelly from FOCO Insurance Services. How can I help you today?,
,"Dec 19, 2025 11:41 AM",FOCO Insurance Services,1cb28f37-6616-45eb-ab32-f325a866c4a8,https://app.policylift.ai/calls/1cb28f37-6616-45eb-ab32-f325a866c4a8,filtered,unknown,unknown,unknown,Customer called FOCO Insurance Services for assistance,0:00:00,1,assistant: Hi there. This is Kelly from FOCO Insurance Services. How can I help you today?,
,"Dec 19, 2025 12:59 PM",iTrust Insurance Group,cfc4e2ff-739a-4f4d-b3c1-1c609dd1c68f,https://app.policylift.ai/calls/cfc4e2ff-739a-4f4d-b3c1-1c609dd1c68f,filtered,unknown,unknown,unknown,Customer inquiry with iTrust Insurance Group representative.,0:00:59,1,assistant: Hi there. This is Kelly from iTrust Insurance Group. How can I help you today?,
,"Dec 19, 2025 3:21 PM",Gennock Insurance,21af438a-a9da-4256-b453-bbb3180a1ae0,https://app.policylift.ai/calls/21af438a-a9da-4256-b453-bbb3180a1ae0,filtered,unknown,unknown,unknown,Customer contacts Gennock Insurance for assistance,0:00:00,1,assistant: Hi there. This is Kelly from Gennock Insurance. How can I help you today?,
,"Dec 19, 2025 3:32 PM",Ironclad Insurance Solutions,b06fb3bb-70fd-42c3-a6a7-7e26beab908f,https://app.policylift.ai/calls/b06fb3bb-70fd-42c3-a6a7-7e26beab908f,filtered,unknown,unknown,unknown,Initial contact with Ironclad Insurance Solutions,0:00:00,1,assistant: Hi there. This is Kelly from Ironclad Insurance Solutions. How can I help you today?,
,"Dec 19, 2025 3:32 PM",Ironclad Insurance Solutions,ec418f16-5e7b-447d-8c85-aa5835316fe2,https://app.policylift.ai/calls/ec418f16-5e7b-447d-8c85-aa5835316fe2,filtered,unknown,unknown,unknown,"Initial greeting, no customer request made yet",0:00:00,1,assistant: Hi there. This is Kelly from Ironclad Insurance Solutions. How can I help you today?,
,"Dec 19, 2025 3:33 PM",Gennock Insurance,16db859c-c4b1-4c6d-9561-a6a0f4eae4c2,https://app.policylift.ai/calls/16db859c-c4b1-4c6d-9561-a6a0f4eae4c2,filtered,unknown,unknown,unknown,Customer inquiry with Gennock Insurance agent Kelly,0:00:00,1,assistant: Hi there. This is Kelly from Gennock Insurance. How can I help you today?,
,"Dec 19, 2025 3:33 PM",JAMCO Insurance,07de4183-d604-4f13-9a54-981636bf0a31,https://app.policylift.ai/calls/07de4183-d604-4f13-9a54-981636bf0a31,filtered,unknown,unknown,unknown,Customer inquiry call with Kelly at JAMCO Insurance.,0:00:00,1,assistant: Hi there. This is Kelly from JAMCO Insurance. How can I help you today?,
,"Dec 19, 2025 4:40 PM",Guardians of the State Insurance,43b22a76-d2af-4983-a911-863533606916,https://app.policylift.ai/calls/43b22a76-d2af-4983-a911-863533606916,filtered,unknown,unknown,unknown,Customer called Guardians of the State Insurance.,0:00:03,1,assistant: Hi there. This is Judah from Guardians of the State Insurance. How can I help you today?,
,"Dec 20, 2025 2:32 AM",FOCO Insurance Services,b82408c0-31e5-4c64-8e7e-21c44eea339a,https://app.policylift.ai/calls/b82408c0-31e5-4c64-8e7e-21c44eea339a,filtered,unknown,unknown,unknown,Initial contact: FOCO Insurance Services introduction,0:00:00,1,assistant: Hi there. This is Kelly from FOCO Insurance Services. How can I help you today?,
,"Dec 20, 2025 2:32 AM",FOCO Insurance Services,c9876ce5-6600-4276-aed0-d5c3615d0590,https://app.policylift.ai/calls/c9876ce5-6600-4276-aed0-d5c3615d0590,filtered,unknown,unknown,unknown,Initial greeting from FOCO Insurance Services.,0:00:00,1,assistant: Hi there. This is Kelly from FOCO Insurance Services. How can I help you today?,
,"Dec 20, 2025 2:33 AM",FOCO Insurance Services,510dfe81-d087-4539-9857-7738a9e84624,https://app.policylift.ai/calls/510dfe81-d087-4539-9857-7738a9e84624,filtered,unknown,unknown,unknown,Customer service call initiation by Kelly.,0:00:00,1,assistant: Hi there. This is Kelly from FOCO Insurance Services. How can I help you today?,
,"Dec 20, 2025 2:33 AM",FOCO Insurance Services,c4096689-8fa4-4992-934f-aef8d5b920f9,https://app.policylift.ai/calls/c4096689-8fa4-4992-934f-aef8d5b920f9,filtered,unknown,unknown,unknown,Customer inquiry to FOCO Insurance Services,0:00:00,1,assistant: Hi there. This is Kelly from FOCO Insurance Services. How can I help you today?,
,"Dec 20, 2025 5:52 AM",Guardians of the State Insurance,ff1a536b-853a-4559-ba8d-930d7d1712d2,https://app.policylift.ai/calls/ff1a536b-853a-4559-ba8d-930d7d1712d2,filtered,unknown,unknown,unknown,Customer inquiry to Guardians of the State Insurance,0:00:57,1,assistant: Hi there. This is Judah from Guardians of the State Insurance. How can I help you today?,
,"Dec 20, 2025 5:56 AM",Guardians of the State Insurance,0ee7ec0a-f5c0-4f1f-a6d7-b25dcfcb0493,https://app.policylift.ai/calls/0ee7ec0a-f5c0-4f1f-a6d7-b25dcfcb0493,filtered,unknown,unknown,unknown,Customer inquiry to Guardians of the State Insurance,0:00:57,1,assistant: Hi there. This is Judah from Guardians of the State Insurance. How can I help you today?,
,"Dec 20, 2025 6:01 AM",Guardians of the State Insurance,24c749c9-d68c-4d31-8eb3-55746baae896,https://app.policylift.ai/calls/24c749c9-d68c-4d31-8eb3-55746baae896,filtered,unknown,unknown,unknown,Auto insurance quote inquiry with Judah,0:00:58,1,assistant: Hi there. This is Judah from Guardians of the State Insurance. How can I help you today?,
,"Dec 20, 2025 6:05 AM",Guardians of the State Insurance,774f95c1-8862-45b8-a7cb-d75c7b90ce7b,https://app.policylift.ai/calls/774f95c1-8862-45b8-a7cb-d75c7b90ce7b,filtered,unknown,unknown,unknown,Customer inquiries about insurance policy details.,0:00:58,1,assistant: Hi there. This is Judah from Guardians of the State Insurance. How can I help you today?,
,"Jan 10, 2026 2:22 PM",LSM Agency,a0fc4a43-540c-4f54-9422-40ddcb511b50,https://app.policylift.ai/calls/a0fc4a43-540c-4f54-9422-40ddcb511b50,completed,unknown,unknown,unknown,"Customer called LSM Agency, discussed needs with Kelly.",0:00:12,7,"assistant: Hi - Thanks for calling LSM Agency,this is Kelly on a recorded line. How can I help?

user: Hello?
assistant: Yeah, I’m here. What can I help you with today?
user: Oh,
assistant: No worries.
user: yes. Is there
assistant: Yeah, I’m listening. Go ahead.",English
,"Feb 20, 2026 10:52 AM",Seguros Ideal,41e225e2-129a-4f79-8f73-c7b051694560,https://app.policylift.ai/calls/41e225e2-129a-4f79-8f73-c7b051694560,completed,unknown,unknown,unknown,Customer requested to continue in Spanish.,0:00:12,3,"assistant: Hi this is Kelly with Seguros Ideal on a recorded line. Si desea continuar en español, diga ""Español"".
user: Español.
assistant: Hola, gracias por llamar a Seguros Ideal. La oficina está cerrada en este momento.","=AI(""Please analyze the transcript in  and output a single enumerator, either english or spanish."" & M97)"
,"Mar 06, 2026 4:03 PM",Princeton Insurance,5df55174-c934-4751-9e6e-b86bae9fb5b6,https://app.policylift.ai/calls/5df55174-c934-4751-9e6e-b86bae9fb5b6,spam,unknown,unknown,unknown,Customer unable to sign in; call unresolved.,0:00:12,6,"assistant: Hi, thanks for calling Princeton Insurance this is Kelly the virtual assistant on a recorded line. How can I help?
user: If you are trying to sign in, press the pound key to finish signing in.
assistant: Okay, just so you know, I can't help with signing in or anything online.  I handle insurance questions and quote requests
user: I'm sorry. We can't sign you in at this time.
assistant: Yeah, 
user: Please try again later.","=AI(""Please analyze the transcript in  and output a single enumerator, either english or spanish."" & M98)"
,"Dec 20, 2025 6:34 PM",FOCO Insurance Services,a57c85da-9af0-4472-a368-9a9c7eb7bef1,https://app.policylift.ai/calls/a57c85da-9af0-4472-a368-9a9c7eb7bef1,filtered,unknown,unknown,unknown,Customer inquiry to FOCO Insurance Services.,0:02:15,1,assistant: Hi there. This is Kelly from FOCO Insurance Services. How can I help you today?,
,"Feb 28, 2026 5:14 PM",Seguros Ideal,d17a8892-91f4-454b-8b33-c226923bf909,https://app.policylift.ai/calls/d17a8892-91f4-454b-8b33-c226923bf909,completed,unknown,unknown,unknown,"Customer called after hours, learned business hours.",0:00:12,5,"assistant: Hi this is Kelly with Seguros Ideal on a recorded line. Si desea continuar en español, diga ""Español"".
user: Español.
assistant: Hola, gracias por llamar a Seguros Ideal. Hoy estamos
user: Cerrada.
assistant: Sí, así es. Hoy sábado estamos cerrados y abrimos de martes a viernes de nueve de la mañana a cinco de la tarde, y los sábados de nueve a una. ¿Quieres información sobre","=AI(""Please analyze the transcript in  and output a single enumerator, either english or spanish."" & M100)"
,"Feb 10, 2026 12:57 PM",Norton Insurance,5fc2295e-623e-4d0b-b059-4851b34feba3,https://app.policylift.ai/calls/5fc2295e-623e-4d0b-b059-4851b34feba3,completed,unknown,unknown,unknown,Confirmed Monday office hours for Norton Insurance,0:00:12,3,"assistant: Hi - Thanks for calling Norton Insurance,this is Kelly on a recorded line. How can I help?

user: Hey, Kelly. Will your office be open on Monday?
assistant: Yeah, we’ll be open on Monday. Our hours are 8 a.m. to 4:30 p.m. Let me know if you need anything else.",english
,"Jan 17, 2026 7:03 PM",FOCO Insurance Services,4bfc385e-841c-437f-b1ab-edfe79420edb,https://app.policylift.ai/calls/4bfc385e-841c-437f-b1ab-edfe79420edb,spam,unknown,unknown,unknown,"Caller greeted FOCO Insurance, confirmed connection.",0:00:12,5,"assistant: Hi - Thanks for calling FOCO Insurance Services,this is Kelly on a recorded line. How can I help?

user: Hello?
assistant: Yeah, I’m here. How
user: Hello?
assistant: Yeah, I’m here and I can hear",English
